floor 	пол, зал, этаж		
appear 	появляться, появление, оказывается, оказалось		
listen 	слушать		
forget 	забывать		
also 	также		
among 	среди		
least 	наименее, наименьший		
question 	спрашивать, вопрос, вопросный		
throw 	бросать		
shadow 	тень, теневой		
beyond 	за		
big 	большой, больше		
mountain 	гора, горный		
already 	уже		
beside 	рядом с		
power 	мощность, право, перс)полномочие, силовой		
mouth 	рот, отверстие, устье		
kill 	убивать, уничтожать		
lot 	партия, масса, участок, много		
wind 	заводить, мотать, извиваться, ветер, оборот		
less 	менее, меньший, меньше		
whose 	чей, который		
die 	умирать		
past 	прошлое, прошлый		
use 	использовать, использование		
play 	играть, игра, пьеса		
alone 	только, один		
letter 	докм)письмо, инф)знак)буква		
write 	писать, инф)записывать, запись		
interest 	интересовать, интерес, доля, участие, процент		
please 	пожалуйста		
stay 	оставаться, пребывание		
however 	тем не менее		
god 	бог		
form 	формировать, форма		
heavy 	тяжелый		
forward 	пересылать, форвард, форвардный, дальше		
order 	заказывать, упорядочивать, приказывать, порядок, потр)экон)заказ, воен)приказ, команда		
whisper 	шептать, шепот		
drink 	пить, напиток		
idea 	идея		
tom 	том		
family 	семейство, семья, семейный		
short 	шунтировать, перемычка, короткий		
sam 	сэм		
live 	жить, живой		
human 	человеческий		
hide 	прятать, шкура		
carry 	нести, отправлять, перенос		
trouble 	беспокоить, проблема		
four 	четыре, четырех		
five 	пять, пяти		
eat 	есть		
secret 	секрет, секретный		
strong 	прочный, сильный		
till 	до		
bad 	плохо, плохой		
top 	завершать, верх, верхний		
step 	вести, входить, шаг, мера		
touch 	касаться, прикосновение, налет, сенсорный		
shoulder 	взваливать на плечи, плечо		
thank 	благодарить		
glass 	стекло, стакан, стеклянный		
low 	снижать, низкий уровень, низкий, низко		
notice 	замечать, обращать внимание, докм)уведомление		
true 	верно, истиный, истинность		
tear 	рвать, слеза		
hill 	холм		
wear 	носить, изнашивать, износ		
outside 	за пределами, внешний, снаружи		
happy 	счастливый		
breath 	дыхание, вздох		
wood 	дерево (лес), древесный		
drop 	бросать, падать, капля, падение		
green 	зеленый		
line 	линия, инф)строка		
later 	позже, последующий		
sight 	зрение		
son 	сын, порожденный, дочерний		
inside 	в, внутрь, внутренность, внутренний		
fact 	факт		
expect 	ожидать		
general 	генерал, общее, общий		
paper 	бумага, граф)статья, бумажный		
hang 	вешать, зависать, зависание		
hall 	холл		
chair 	кафедра, стул		
learn 	узнавать		
someone 	кто-нибудь		
gold 	золото, золотой		
possible 	возможно, возможный		
business 	дело(бизнес), деловой		
nor 	ни		
doubt 	сомневаться, сомнение		
ear 	ухо, слух, колос, слуховой		
leg 	нога, ветвь		
cut 	резать, удалять, гранить, снижение, порез, кусок		
money 	деньги, финансовый		
raise 	поднимать, возводить		
corner 	угол, поставить в безвыходное положение		
hundred 	сто, сотня		
remain 	оставаться		
figure 	считать, фигура, инф)цифра		
wide 	широкий		
sun 	солнце, солнечный		
late 	поздно, последний, конец		
silent 	тихий, инф)отключенный		
ready 	готовый		
silence 	заглушать, тишина		
soft 	мягко, мягкий		
bloom 	расцветать, расцвет		
build 	строить, инф)формировать		
surprise 	удивлять, сюрприз, неожиданный		
week 	неделя, недельный		
earth 	земля, заземление, земной		
sea 	море, морской		
shout 	кричать, крик		
drive 	управлять, запускать, загонять, ездить|проехать, проезд, инф)накопитель, энергия		
pretty 	изрядно, красивый		
free 	свободно, бесплатно, освобождать, свободный		
river 	река, речной		
sky 	небо, небесный		
ten 	десять, десяти		
often 	часто		
either 	также, или, любой		
sense 	чувствовать, значение, чувство		
fight 	с, борьба		
shut 	закрывать		
guard 	охранять, охрана		
hat 	шляпа		
care 	интересовать, забота		
sometime 	где-то		
rock 	качаться, скала		
age 	стареть, возраст, век, возрастной		
whether 	независимо		
fly 	запускать, летать, поднимать, полет, муха, ширинка		
pick 	выбирать, указка		
reason 	причина		
brother 	брат, родственный		
gate 	пропускать, ворота		
probable 	вероятно, вероятный		
enter 	ввод	 вводить, вход	 входить
within 	в пределах, в течение		
school 	школа, школьный		
add 	добавлять, дополнение		
none 	ничто, никакой		
sign 	подписывать, знак, конт)подпись, признак		
pocket 	карман, карманный		
whom 	кто, который		
cover 	покрывать, защищать, покрытие, кожух, обложка		
ago 	тому назад		
save 	спасать, охранять, защищать, ограждать, беречь, экономить		
blow 	дуть, удар		
change 	изменение, изменять, отличие, отличаться		
town 	город		
yourself 	сами, себя		
glance 	взгляд		
able 	способный		
strike 	нажимать, забастовка		
lay 	класть, лежать		
story 	рассказ, повесть, этаж		
usual 	обычно, обычный		
edge 	изменять, край, ребро, краевой		
force 	заставлять, усилие, сила, принудительный		
manner 	способ		
different 	другой, отличный, различный		
pay 	экон)платить, обращать, оплата		
themself 	сам, себя		
except 	кроме, за исключением того		
maybe 	может быть		
roll 	прокручивать, мех)прокатывать, переворачивать, инф)перематывать, реестр, рулон, мех)ролик		
elf 	эльф		
wizard 	колдун		
dress 	одевать, платье		
horse 	лошадь		
afraid 	испуганный		
bright 	яркий, блестящий		
car 	автомобиль, автомобильный		
state 	штат, государственный		
uncle 	дядя		
careful 	осторожный, тщательный		
witch 	ведьма		
bend 	изгибать, гнуть, поворот		
person 	человек		
dragon 	дракон		
final 	финал, конечный		
anyone 	каждый, любой		
sister 	сестра, однотипный		
creature 	творение		
chance 	случаться, шанс, случайный		
loud 	громкий, шумный		
cross 	пересекать, докм)разминуться, пересечение, перекрестный		
below 	ниже		
itself 	мсам, себя, непосредственно, он		
ship 	транс)отправлять, инф)загружать, судно, астр)корабль		
glad 	радый		
shape 	формировать, форма		
number 	перечислять, число, номер, количество		
thousand 	тысяча, тысячный		
wake 	будить, просыпаться		
fine 	очищать, экон)штрафовать, пеня, штраф, тонкий, отлично		
fill 	заполнять, наполнитель		
box 	боксировать, ящик, бокс, инф)блок		
wrong 	неправильно, неправильный		
daemon 	демон		
stick 	втыкать, приклеивать, торчать, палка		
lip 	губа		
seat 	усаживать, место		
grey 	серый		
hurry 	спешить, спешка		
shoot 	стрелять, фото)снимать		
alice 	элис		
wild 	дикий		
fellow 	парень		
country 	страна, муз)кантри		
deal 	иметь дело, сделка		
plan 	план		
mark 	выделять, маркировать, обозначать, отметка, маркер, марк, экон)марка		
safe 	сейф, безопасный		
simple 	простой		
several 	различный		
climb 	подниматься		
blue 	синий		
dog 	собака, собачий		
john 	джон, артс)иоанн		
slight 	легкий, незначительный		
piece 	часть, кусок		
terrible 	страшный		
memory 	память, воспоминания		
bank 	экон)банк, банковский		
clock 	синхронизировать, часы		
knife 	нож		
fair 	ярмарка, выставка, честный, светлый, справедливо		
tower 	возвышаться, башня		
exact 	точный		
smoke 	курить, дымить, дым		
sorry 	огорченный		
crowd 	собираться, толпа		
picture 	изображать, изображение, артс)картина, фото)снимок, картинный		
wave 	отклонять, махать, волна, волновой		
chapter 	глава, отделение		
company 	компания, воен)рота		
north 	север, северный		
ride 	ездить, ехать, поездка		
burn 	жечь, гореть, обжигать, ожог		
blood 	кровь, кровяной		
everyone 	весь		
fast 	быстро, быстрый		
space 	пространство, инф)пробел, космический		
spring 	прыгать, весна, мех)авто)пружина, прыжок, весенний		
lock 	запирать, замок, инф)блокировка		
warn 	предупреждать		
count 	считать, счет		
empty 	пустой		
merry 	веселый		
guess 	догадываться, догадка		
nod 	кивать, кивок		
cloud 	затемнять, облако		
curious 	любопытно, любопытный		
spirit 	дух		
gentleman 	джентльмен		
wife 	жена		
captain 	капитан, капитанский		
mine 	геол)шахта, воор)мина, мой		
lift 	поднимать, лифт		
slip 	надевать, скользить, скольжение, ошибка		
darkness 	темнота		
noise 	шум		
war 	война, военный		
hole 	отверстие, астр)дыра		
perfect 	улучшать, отличный		
twenty 	двадцать, двадцати		
whatever 	все, что, независимо от того, какой		
longer 	дольше, более длинный		
path 	путь, инф)маршрут		
nature 	природа, характер		
attention 	внимание		
complete 	завершать, полный		
wand 	палочка		
mention 	упоминать, ссылка		
office 	офис, офисный		
stair 	ступенька		
escape 	избегать, переход		
ahead 	вперед, впереди		
finish 	завершать, заканчивать, конец		
bag 	мешок, мультимножество		
thick 	толстый, плотный, густой		
cause 	вызывать, заставлять, причина, процесс, дело		
bow 	кланяться, подчиняться, поклон, лук		
vim 	прыть		
need 	необходимость, нужно		
ah 	ах		
direction 	направление, руководство		
field 	область		
neck 	шея		
plain 	равнина, простой, гладкий		
key 	ключ, инф)клавиша, ключевой		
mile 	миля		
press 	нажимать, пресса, инф)нажатие, корреспондентский		
allow 	допускать, позволять		
gentle 	мягкий		
daughter 	дочь, дочерний		
dwarf 	карлик		
particular 	конкретный, в частности		
six 	шесть, шести		
bar 	преграждать, бар, полоса, инф)зона, брусок, адвокатура, суд		
pale 	бледный		
smell 	пахнуть, чувствовать запах, запах, обоняние		
moon 	луна, лунный		
nose 	выискивать, нос, носовой		
sharp 	точно, острый		
ancient 	древний, старинный		
anyway 	во всяком случае		
evil 	зло, злой		
faint 	слабый		
act 	действовать, действие		
silver 	серебро, серебряный		
mere 	просто, простой		
yard 	ярд		
bird 	птица		
visit 	посещать, визит		
note 	иметь в виду, примечание		
stuff 	набивать, материал		
month 	месяц, месячный		
nice 	мило, хороший		
scream 	кричать, крик		
subject 	в зависимости от		
west 	запад, западный, на западе		
lean 	сгибать, наклоняться, прислоняться, тощий		
somewhere 	где-нибудь, куда-нибудь		
horror 	ужас, ужасный		
knock 	стучать, ударять, стук, удар		
potter 	гончар		
explain 	объяснять		
reply 	отвечать, ответ		
common 	общий		
straight 	прямо, сразу, прямой		
game 	игра		
pause 	останавливаться, пауза		
pippin 	пепин		
golden 	золотой, золотистый		
consider 	рассматривать, считать, решать		
trust 	верить, доверие, экон)траст		
beautiful 	красивый		
further 	продвигать, дальше, дальнейший		
mad 	сумасшедший, безумный		
soul 	душа		
party 	партия, конт)экон)транс)сторона, встр)вечеринка		
queen 	королева, королевский		
train 	готовить, поезд		
marry 	вступать в брак с		
cat 	кошка		
receive 	получать, приемник		
beat 	бить, опережать, ритм, такт		
enemy 	неприятель, враждебный		
join 	к, соединять, груп)объединять, соединение		
spot 	определять, точка		
continue 	продолжать, оставаться		
middle 	середина, средний		
van 	фургон, вагон, вэн		
account 	считать, счет, отчет, учетный		
garden 	сад		
hot 	горячий		
pain 	боль		
iron 	гладить, железо, железный		
sword 	сабля, сабельный		
expression 	выражение		
folk 	народ, народный		
object 	возражать, объект, объектный		
elizabeth 	элизабет		
snow 	снег, снежный		
search 	искать, поиск		
hop 	прыжок, хмель, хмелевой		
worry 	беспокоиться, озабоченность		
buy 	покупать		
hit 	поражать, нападать, инф)нажимать, удар		
ought 	должен		
odd 	нечетный, странный		
push 	выталкивать, толчок		
study 	изучать, заниматься, анализ		
instant 	момент, мгновенный		
during 	во время, в течение		
thin 	тонкий		
magic 	магия, волшебный		
settle 	решать, урегулировать, оседать, астр)осваивать		
view 	рассматривать, вид, зрение, представление, точка зрения		
steppe 	степь		
job 	работа, задание		
leap 	прыгать, прыжок, скачок		
promise 	обещать, обещание		
dust 	пыль		
forest 	лес, лесной		
warm 	нагревать, тепло, теплый		
instead 	взамен		
offer 	предлагать, предложение		
angry 	сердитый		
seek 	искать, поиск		
pleasure 	удовольствие		
choose 	выбирать, решать, выбор		
clothe 	одевать, облекать		
lower 	уменьшать, более низкий, ниже		
mutter 	бормотать		
stream 	течь, поток		
kiss 	целовать, поцелуй		
boat 	лодка, судно		
natural 	естественно, естественный		
truth 	истина		
sing 	петь		
observe 	наблюдать, соблюдать		
dinner 	обед		
food 	пища, продовольственный		
tall 	высокий, ростом, выше		
ring 	звонить, кольцо, кольцевой		
decide 	решать		
horrible 	ужасный		
vanish 	исчезать		
spend 	тратить		
grave 	могила, ударение, серьезный, важный		
actual 	фактический		
gather 	собирать		
repeat 	повторять, повторение		
south 	юг, южный		
manage 	управлять		
ill 	зло, недуг, плохой, больной, дурно		
dance 	танцевать, танец		
stephen 	стивен		
roof 	крыть, крыша		
ghost 	призрак		
sink 	погружать, топить, погружаться, тонуть, раковина		
grass 	трава		
jim 	джим		
carter 	возчик, картер		
dry 	сушить, сохнуть, протирать, сухой		
narrow 	суживать, узкий		
hurt 	ранить, повреждение, рана		
knee 	колено, коленный		
law 	закон, юридический		
reckon 	подсчитывать, расплачиваться		
service 	обслуживать, услуга, обслуживание, воен)служба		
arrive 	прибывать		
george 	джордж		
worse 	хуже, плохой		
yeah 	да		
alive 	живой, готовый, работоспособный		
distance 	расстояние		
length 	длина, продолжительность, отрезок		
desk 	стол, пульт, настольный		
sweet 	приятно, приятный, сладкий		
art 	искусство		
crack 	трескаться, трещина, отборный		
approach 	достигать, приближаться, метод		
realize 	реализовывать, понимать		
colour 	фото)окрашивать, цвет, цветной		
brain 	мозг, мозговой		
tale 	рассказ, повесть		
seven 	семь, семи		
valley 	долина		
circle 	круг		
fancy 	предполагать, увлекаться, воображение, причудливый		
purpose 	исключительно для		
third 	третий		
brown 	коричневый		
effect 	производить, эффект		
london 	лондон, лондонский		
tremble 	дрожать, дрожь		
kid 	шутить, ребенок, козленок, лайковый		
distant 	отдаленный		
onto 	на		
sigh 	вздыхать, вздох		
beneath 	под		
important 	важно, важный		
rush 	спешить, спешка, срочный, срочно		
sirius 	сириус		
strength 	сила, прочность, воен)численность		
east 	восток, восточный		
crouch 	приседать		
fit 	устанавливать, приступ, годный		
gray 	серый		
stretch 	протягивать		
imagine 	представлять себе		
jump 	прыгать, перескакивать, прыжок, инф)переход		
direct 	направлять, прямой		
neither 	никакой, ни		
cloak 	плащ		
nobody 	никто		
shock 	потрясать, шокировать, потрясение, удар, шок		
speed 	ускорять, скорость, скоростной		
tea 	чай, чайный		
tone 	оттенок		
wing 	крыло		
thought 	думать, мысль		
dim 	затемнять, тусклый		
flower 	цветок, цветочный		
report 	сообщать, сообщение		
today 	сегодня		
teeth 	зуб, зубной		
fred 	фред		
bare 	чистый		
yellow 	желтый		
breakfast 	завтрак		
jam 	зажимать, замятие, давка, джем, затор		
journey 	путешествие, поездка		
ruin 	разрушать, крах		
attack 	атаковать, атака, нападение		
putt 	легкий, удар		
bottle 	разливать по бутылкам, бутылка		
frighten 	пугать		
servant 	слуга		
flash 	высвечивать, вспышка		
immediate 	безотлагательный, непосредственный		
bound 	связывать, граничить, граница, прыжок, связанный		
single 	единственный		
concern 	беспокоиться, касаться, заниматься, беспокойство, концерн		
afterward 	впоследствии		
rule 	управлять, правило		
snap 	ломать, щелкать, щелчок, мгновенный		
bell 	сигнал, колокол		
sweep 	подметать, инф)развертывать, развертка		
control 	управлять, управление, управляющий		
passage 	проход, проезд		
square 	квадрат, квадратный		
tire 	уставать, шина		
cup 	чашка		
fix 	устанавливать, фиксировать, ремонтировать, исправление		
fresh 	свежий		
huge 	огромный		
aside 	в сторону		
rich 	богатый		
tight 	плотный		
bridge 	соединять мостом, мост, бридж		
flat 	квартира, плоский		
madam 	мадам		
song 	песня		
swing 	качать, качание, перепад		
clean 	чистить, чистый, проверенный, как следует		
pack 	упаковывать, заполнять, упаковка		
coat 	покрывать, пальто		
conversation 	разговор		
couple 	соединять, пара		
afternoon 	полдень		
asleep 	спящий		
burst 	лопаться, взрываться, взрыв		
ball 	шар, шаровой		
castle 	замок		
church 	церковь, церковный		
address 	адресовать, обращаться, адрес		
entire 	целый		
unless 	если		
occasion 	случай		
knowledge 	знание		
rat 	крыса, крысиный		
fail 	терпеть неудачу		
steal 	красть, захватывать		
pair 	спаривать, пара		
rain 	лить, дождь		
throat 	горло		
calm 	успокаивать, спокойствие, тихий		
message 	сообщение, послание		
court 	юрид)выигрывать, суд, судебный		
creep 	ползать		
self 	собственная личность, сам, сам, лично		
swift 	быстрый		
character 	символ, характер, символьный, характерный		
companion 	компаньон, побочный		
remark 	замечать, замечание		
desire 	хотеть, желание		
prepare 	подготавливать, готовиться		
wheel 	колесо		
public 	публика, общественный		
vast 	обширный		
wound 	ранить, рана		
bottom 	вникать, низ, нижний		
mighty 	могущественный		
serious 	серьезный		
forth 	далее		
wonderful 	замечательно, замечательный		
charge 	заряжать, экон)предлагать, брать, плата, заряд		
roar 	реветь, рев		
awake 	будить		
corridor 	коридор		
record 	записывать, запись, рекорд, рекордный		
tiny 	небольшой		
gun 	пушка, ружье		
moody 	капризный		
police 	полиция, полицейский		
pound 	колотить, фунт, фунтовый		
experience 	получать, испытывать, опыт		
prove 	доказывать		
scar 	шрам		
wander 	бродить		
check 	проверять, чек, контрольный		
seize 	захватывать		
cool 	охлаждать, холодный		
nanny 	няня		
tonight 	сегодня вечером		
beg 	просить		
twice 	дважды		
bless 	благословлять		
drag 	тащить, помеха		
group 	группировать, группа, групповой		
proper 	соответствующий		
curse 	проклинать, проклятие		
susan 	сюзан		
cave 	пещера		
proud 	гордый		
race 	состязаться, гонка, раса, расовый		
charm 	очаровывать, очаровательный, обаяние, прелесть		
lake 	озеро		
blind 	слепить, штора, слепой		
class 	класс		
struggle 	бороться, борьба		
danger 	опасность, опасный		
double 	удваивать, двойное количество, двойной, вдвойне		
nervous 	нервный		
normal 	нормально, нормальный		
spread 	распространять, простираться, распространение, распростертый		
delight 	приводить в восторг, восхищение		
disappear 	исчезать		
scene 	сцена, инф)изображение		
cast 	бросать, слепок		
flame 	пламя		
obvious 	очевидный		
saint 	святой		
station 	станция		
position 	позиционировать, позиция		
size 	размер		
kitchen 	кухня, кухонный		
duty 	обязанность, пошлина		
tongue 	язык		
branch 	расширять, ветка, отрасль, отделение, отраслевой		
entrance 	вход, вступительный		
express 	выражать, экспресс, срочный, специальный		
history 	история, исторический		
welcome 	добро пожаловать		
mist 	туман		
grin 	ухмыляться, усмешка		
vague 	неопределенный		
anxious 	озабоченный		
busy 	занятый		
fish 	рыба, рыбный		
husband 	муж		
robe 	халат		
board 	совет, доска, инф)плата, транс)борт, на борту		
skin 	кожа, шкура, кожура		
stir 	шевелить		
shop 	делать покупки, магазин, мастерская		
battle 	бороться, борьба, битва		
worth 	стоящий		
dare 	осмеливаться		
judge 	судить, судья, эксперт		
society 	общество		
terror 	террор, ужас		
track 	прослеживать, дорожка		
discover 	обнаруживать		
nine 	девять, девяти		
travel 	путешествовать, перемещать, путешествие, перемещение		
card 	карта		
twist 	скручивать, искривление		
chamber 	палата, камера		
chief 	руководитель, главный		
heaven 	небо		
therefore 	следовательно		
march 	маршировать, марш, март, мартовский		
unknown 	неизвестный		
slope 	уклон		
effort 	усилие		
utter 	произносить, сплошной		
desert 	покидать, пустыня, необитаемый		
glow 	светиться, свечение, разряд		
suggest 	предлагать, советовать, предложенный		
greater 	больше, больший		
pray 	молить		
apparent 	очевидно, явный		
hideous 	уродливый		
metal 	мех)металл		
music 	музыка, ноты, музыкальный		
village 	деревня		
dangerous 	опасный		
everybody 	каждый		
somehow 	как-нибудь		
gaz 	газ, газовый		
respect 	уважать, отношение		
rider 	всадник		
born 	рождаться, рожденный		
wine 	вино		
difficult 	трудно, трудный		
grab 	захватывать, захват		
stupid 	глупый, тупой		
tie 	соединять, соединение, соединительный		
fool 	одурачивать, дурак		
stranger 	незнакомец, новичок, посторонний		
flow 	течь, происходить, поток		
fold 	складывать, свертывать, сгибать, складка, паства		
recall 	восстанавливать, учитывать, возврат, одуш)воспоминание		
row 	грести, колонка		
shin 	голень		
echo 	эхо		
pour 	лить		
tomorrow 	завтра		
animal 	животное		
match 	соответствовать, сочетаться, сопоставлять, спичка, инф)сопоставление, матч, партия		
pile 	кипа		
brief 	резюме, краткий		
level 	выравнивать, уровень		
main 	основа, основной		
private 	частный		
paint 	закрашивать, артс)изображать, краска, закрашивание		
remove 	удалять, удаление		
attempt 	пытаться, попытка		
planet 	астр)планета, планетарный		
ward 	отражать, опекаемый		
writ 	исполнительный, лист		
command 	приказывать, командовать, команда, командный		
spy 	шпионить, шпион, слежение, шпионский		
although 	хотя		
chain 	подключать, цепь, последовательность, цепной		
quarter 	четверть, квартал, четвертак		
anybody 	кто-нибудь		
circumstance 	обстоятельство		
hiss 	освистывать, шипеть		
sad 	печальный		
aware 	знающий		
